customer_id,full_name,email,phone,national_id,age,gender,region,marital_status,education_level,employment_status,housing_status,annual_income,savings_balance,checking_balance,loan_amount,loan_duration_months,existing_credits,past_due_count,credit_history_score,debt_ratio,loan_purpose,consent_flag,application_date,credit_risk
CUST-000314,Abdallahi Mokhtar,abdallahi.mokhtar314@example-bank.test,+222-33-998643,6292250541,33,F,Nouakchott,married,primary,unemployed,own,4000.0,941.15,178.16,23938.71,36,0,0,575,1.8,housing,TRUE,2025-04-26,bad
CUST-000315,Noura Mahmoud,noura.mahmoud315@example-bank.test,+222-34-295316,8974209623,32,F,Hodh El Gharbi,married,primary,private_sector,own,43123.17,3247.29,1849.62,6749.55,48,0,0,681,0.226,car,TRUE,2025-04-26,good
CUST-000316,Sidi Kane,sidi.kane316@example-bank.test,+222-36-935792,3733241185,41,M,Adrar,divorced,secondary,student,own,12041.69,1452.61,653.81,10733.63,36,0,0,659,01.07,car,TRUE,2025-07-15,good
CUST-000317,Sidi Ahmed,sidi.ahmed317@example-bank.test,+222-28-145682,7346933525,49,F,Nouakchott,married,primary,private_sector,own,24987.68,0.0,-1500.0,30327.56,12,1,0,524,1.354,other,TRUE,2025-04-23,bad
CUST-000318,Fatimata Diallo,fatimata.diallo318@example-bank.test,+222-32-504501,3840712927,34,M,Nouakchott,single,bachelor,self_employed,family,50126.21,6834.58,106.63,16992.28,24,0,0,645,0.43,business,TRUE,2025-06-22,good
CUST-000319,Mintou Kane,mintou.kane319@example-bank.test,+222-32-863120,6678382611,20,F,Trarza,single,secondary,private_sector,own,20920.72,4036.62,2259.9,27690.55,24,0,0,618,1.374,car,TRUE,2025-12-09,bad
CUST-000320,Mintou Mokhtar,mintou.mokhtar320@example-bank.test,+222-27-618903,7852330647,51,F,Adrar,married,secondary,retired,rent,11801.48,0.0,1534.92,19654.27,48,0,0,588,1.71,business,TRUE,2025-02-01,good
CUST-000321,Mariam Kane,mariam.kane321@example-bank.test,+222-34-159951,3573249717,34,M,Trarza,divorced,bachelor,public_sector,rent,37374.46,15477.66,318.71,9984.7,18,2,2,614,0.432,car,TRUE,2025-09-15,bad
CUST-000322,Cheikh Mint,cheikh.mint322@example-bank.test,+222-38-452645,1735932714,27,F,Nouakchott,married,bachelor,self_employed,family,51582.13,11477.65,8311.78,30398.4,12,2,0,618,0.668,business,TRUE,2025-04-14,bad
CUST-000323,Cheikh Mint,cheikh.mint323@example-bank.test,+222-25-759710,2098141870,51,M,Gorgol,single,primary,private_sector,own,29946.16,6172.22,3482.24,9062.82,60,0,0,564,0.424,consumer_goods,TRUE,2025-03-17,bad
CUST-000324,Yahya Barry,yahya.barry324@example-bank.test,+222-23-331124,9053152331,44,F,Assaba,married,primary,self_employed,rent,35407.49,7739.09,4550.91,13321.17,6,2,0,587,0.461,other,TRUE,2025-12-26,bad
CUST-000325,Aicha Ahmed,aicha.ahmed325@example-bank.test,+222-29-830241,7244333379,32,F,Guidimakha,married,secondary,self_employed,family,13419.15,2692.29,2992.97,20271.96,12,2,1,558,1.694,consumer_goods,TRUE,2025-12-11,bad
CUST-000326,Cheikh Barry,cheikh.barry326@example-bank.test,+222-37-103113,4312225156,31,M,Hodh El Gharbi,married,secondary,self_employed,family,27504.24,2871.02,1510.11,8625.92,24,2,0,634,0.508,housing,TRUE,2025-10-08,good
CUST-000327,Cheikh Mahmoud,cheikh.mahmoud327@example-bank.test,+222-42-540934,2939497890,45,M,Trarza,divorced,secondary,public_sector,family,24784.09,6275.99,2953.43,19616.63,36,1,0,568,0.885,car,TRUE,2025-03-16,bad
CUST-000328,Fatimata Ahmed,fatimata.ahmed328@example-bank.test,+222-33-503731,3372598458,21,M,Nouakchott,married,bachelor,private_sector,family,52987.8,4166.96,2684.36,11489.78,24,1,1,569,0.265,business,TRUE,2025-03-23,bad
CUST-000329,Noura Ahmed,noura.ahmed329@example-bank.test,+222-25-620606,9097905203,42,F,Brakna,single,secondary,private_sector,family,33635.73,6680.18,37.42,17372.53,36,0,1,518,0.667,housing,TRUE,2025-01-19,bad
CUST-000330,Boubacar Traore,boubacar.traore330@example-bank.test,+222-42-720300,7273084892,38,F,Tagant,single,secondary,self_employed,rent,36430.55,7282.87,3990.54,9170.38,12,1,0,665,0.371,consumer_goods,TRUE,2025-01-29,good
CUST-000331,Cheikh Diallo,cheikh.diallo331@example-bank.test,+222-48-908231,8777870133,28,F,Brakna,married,bachelor,unemployed,rent,5415.09,1396.85,1370.11,11312.39,60,0,0,557,1.8,car,TRUE,2025-11-24,bad
CUST-000332,Ahmed Mokhtar,ahmed.mokhtar332@example-bank.test,+222-40-951841,1282816188,45,F,Guidimakha,single,secondary,private_sector,own,46941.45,4672.46,4465.87,19575.15,6,0,0,562,0.585,business,FALSE,2025-12-12,bad
CUST-000333,Noura Ba,noura.ba333@example-bank.test,+222-30-432967,6475141102,41,F,Nouakchott,married,primary,public_sector,own,36445.3,12264.82,677.25,22652.88,24,2,1,664,0.663,business,TRUE,2025-05-09,bad
CUST-000334,Boubacar Sow,boubacar.sow334@example-bank.test,+222-34-477150,5595613370,41,M,Brakna,married,master,private_sector,rent,71187.49,11718.05,7661.44,12458.22,36,0,0,570,0.378,car,TRUE,2025-11-16,bad
CUST-000335,Mohamed Mahmoud,mohamed.mahmoud335@example-bank.test,+222-20-419715,5835363945,37,F,Assaba,married,bachelor,private_sector,family,39712.78,4094.04,3584.73,16905.02,12,0,2,516,0.464,housing,TRUE,2025-09-28,good
CUST-000336,Mintou Ould,mintou.ould336@example-bank.test,+222-32-296890,6863826067,64,M,Nouakchott,single,primary,private_sector,own,17327.19,4255.72,-642.68,27400.97,6,1,1,544,1.742,consumer_goods,TRUE,2025-02-14,bad
CUST-000337,Fatimata Fall,fatimata.fall337@example-bank.test,+222-44-849265,4849208814,34,F,Nouakchott,married,primary,private_sector,rent,60623.16,26178.14,-1500.0,23970.52,24,2,0,472,0.594,car,TRUE,2025-12-11,good
CUST-000338,Mohamed Barry,mohamed.barry338@example-bank.test,+222-24-211361,1746773574,46,F,Hodh Ech Chargui,divorced,bachelor,public_sector,own,23596.92,0.0,-1500.0,5430.3,12,1,0,628,0.349,health,FALSE,2025-10-14,bad
CUST-000339,Sidi Ould,sidi.ould339@example-bank.test,+222-46-913527,7836254827,18,M,Nouadhibou,single,primary,private_sector,own,32103.97,558.86,1730.37,12934.85,18,1,0,670,0.535,car,TRUE,2025-08-08,good
CUST-000340,Boubacar Barry,boubacar.barry340@example-bank.test,+222-32-263215,5024530984,25,M,Nouakchott,single,bachelor,self_employed,own,44383.12,11054.2,1038.35,10459.1,12,0,1,522,0.395,consumer_goods,TRUE,2025-11-19,bad
CUST-000341,Zeinebou Kane,zeinebou.kane341@example-bank.test,+222-32-160974,5719909874,43,F,Gorgol,single,master,self_employed,rent,41731.63,8699.1,2858.28,6543.06,12,1,1,595,0.358,business,TRUE,2025-10-21,bad
CUST-000342,Sidi Sy,sidi.sy342@example-bank.test,+222-27-388158,1457118323,34,M,Nouadhibou,widowed,master,self_employed,own,61788.11,3034.47,-1500.0,81907.22,18,0,2,660,1.498,business,TRUE,2025-11-19,bad
CUST-000343,Abdallahi Kane,abdallahi.kane343@example-bank.test,+222-36-425466,2994688642,64,M,Hodh Ech Chargui,married,primary,public_sector,family,17479.21,2275.53,3043.66,13365.3,18,2,0,618,0.779,education,TRUE,2025-11-27,good
CUST-000344,Mariam Kane,mariam.kane344@example-bank.test,+222-23-411840,8863270085,44,F,Hodh Ech Chargui,single,secondary,retired,family,37910.66,14982.26,-1201.67,4338.45,24,0,0,623,0.352,car,TRUE,2025-02-21,good
CUST-000345,Yahya Barry,yahya.barry345@example-bank.test,+222-29-925351,9032631768,73,M,Nouadhibou,married,secondary,public_sector,own,38812.44,2084.96,2573.15,12473.41,24,1,2,713,0.461,other,TRUE,2025-06-10,good
CUST-000346,Aicha Salem,aicha.salem346@example-bank.test,+222-24-576539,8914198427,41,M,Assaba,single,master,unemployed,family,5417.24,152.55,-361.02,13230.96,24,2,2,505,1.8,housing,TRUE,2025-07-20,bad
CUST-000347,Cheikh Salem,cheikh.salem347@example-bank.test,+222-48-736057,4206300958,41,F,Nouakchott,divorced,secondary,unemployed,own,10952.3,0.0,-399.37,14902.37,36,0,0,648,1.438,consumer_goods,TRUE,2025-01-26,bad
CUST-000348,Noura Barry,noura.barry348@example-bank.test,+222-26-326962,8943807544,28,M,Nouadhibou,married,secondary,student,family,11730.4,6499.44,1037.57,8807.7,18,1,0,557,0.922,business,TRUE,2025-06-03,bad
CUST-000349,Khadijetou Traore,khadijetou.traore349@example-bank.test,+222-31-775198,9066288342,50,M,Nouakchott,single,bachelor,private_sector,own,104393.48,0.0,21179.58,5336.88,6,2,1,545,0.269,business,TRUE,2025-09-16,good
CUST-000350,Noura Traore,noura.traore350@example-bank.test,+222-27-774977,3114456074,42,M,Adrar,married,secondary,self_employed,rent,95672.16,20232.02,10917.15,28222.52,60,0,0,625,0.46,business,TRUE,2025-06-01,good
CUST-000351,Mintou Sow,mintou.sow351@example-bank.test,+222-48-835870,6012136682,44,M,Tagant,married,bachelor,unemployed,rent,23431.14,8978.76,2442.34,6159.62,48,3,0,631,0.459,business,TRUE,2025-10-04,bad
CUST-000352,Mohamed Sow,mohamed.sow352@example-bank.test,+222-21-440308,6825904428,39,M,Brakna,married,phd,self_employed,family,61642.67,0.0,3146.15,4395.84,60,0,1,391,0.104,education,TRUE,2025-10-30,good
CUST-000353,Boubacar Mint,boubacar.mint353@example-bank.test,+222-42-493589,8015794974,35,M,Nouakchott,married,bachelor,private_sector,own,30723.44,8875.36,3473.63,11080.39,24,1,1,623,0.431,consumer_goods,TRUE,2025-12-28,good
CUST-000354,Cheikh Ba,cheikh.ba354@example-bank.test,+222-21-129548,1097525007,21,F,Nouakchott,single,secondary,self_employed,other,29457.23,8576.84,9977.57,39648.37,36,0,2,593,1.531,education,TRUE,2025-10-14,good
CUST-000355,Mohamed Ahmed,mohamed.ahmed355@example-bank.test,+222-45-305588,2099015257,41,F,Nouakchott,married,primary,private_sector,rent,51455.72,6599.36,221.07,11155.21,6,3,0,618,0.239,health,TRUE,2025-05-26,good
CUST-000356,Mohamed Mokhtar,mohamed.mokhtar356@example-bank.test,+222-39-549279,8462441999,43,M,Inchiri,widowed,primary,unemployed,rent,10790.36,1295.73,2854.64,9615.85,12,1,0,621,1.108,consumer_goods,TRUE,2025-10-12,good
CUST-000357,Fatimata Fall,fatimata.fall357@example-bank.test,+222-23-770792,7355802938,29,F,Nouakchott,married,bachelor,unemployed,rent,12188.66,681.47,1523.1,8048.69,36,1,1,695,0.854,other,TRUE,2025-02-06,bad
CUST-000358,Noura Ba,noura.ba358@example-bank.test,+222-33-439062,2267068731,44,F,Nouadhibou,single,primary,private_sector,own,57160.54,9616.68,-1500.0,9841.76,60,1,0,678,0.189,car,TRUE,2025-10-28,good
CUST-000359,Noura Mahmoud,noura.mahmoud359@example-bank.test,+222-46-291161,7750637943,35,F,Nouakchott,married,primary,public_sector,own,23635.51,5381.36,552.84,10151.11,24,1,1,641,0.605,business,TRUE,2025-03-08,good
CUST-000360,Khadijetou Barry,khadijetou.barry360@example-bank.test,+222-35-409743,5539867013,40,F,Trarza,married,primary,private_sector,family,11326.73,1723.31,1424.67,7473.07,36,1,1,656,0.862,business,FALSE,2025-05-12,bad
CUST-000361,Yahya Ould,yahya.ould361@example-bank.test,+222-33-486883,6548581934,61,F,Adrar,single,primary,private_sector,family,20481.87,7086.98,2281.82,19488.93,24,0,0,664,1.13,other,TRUE,2025-09-08,good
CUST-000362,Cheikh Mahmoud,cheikh.mahmoud362@example-bank.test,+222-46-848813,6033010416,42,M,Adrar,single,secondary,private_sector,rent,29356.89,703.19,1195.04,5063.22,18,2,1,621,0.264,consumer_goods,TRUE,2025-11-16,good
CUST-000363,Sidi Barry,sidi.barry363@example-bank.test,+222-33-274235,8824536976,33,M,Adrar,single,secondary,private_sector,family,30646.16,5253.15,-750.06,12012.62,12,1,0,602,0.468,other,TRUE,2025-11-01,bad
CUST-000364,Cheikh Ould,cheikh.ould364@example-bank.test,+222-25-782550,7491363790,19,F,Nouakchott,married,primary,private_sector,own,26755.95,6893.14,5650.49,10160.1,12,1,0,507,0.44,business,TRUE,2025-12-27,bad
CUST-000365,Mariam Barry,mariam.barry365@example-bank.test,+222-26-739000,8223729020,42,F,Tagant,widowed,secondary,public_sector,family,42471.76,7183.83,-1500.0,9145.77,24,0,0,726,0.168,car,TRUE,2025-10-21,good
CUST-000366,Khadijetou Ahmed,khadijetou.ahmed366@example-bank.test,+222-42-708751,9382660694,39,F,Adrar,married,primary,public_sector,own,10775.67,481.71,549.22,16508.08,48,1,0,610,1.624,consumer_goods,TRUE,2025-06-18,bad
CUST-000367,Mohamed Kane,mohamed.kane367@example-bank.test,+222-20-128536,9231591120,47,F,Gorgol,married,primary,unemployed,own,4030.05,118.15,401.43,14824.85,48,1,0,709,1.8,health,TRUE,2025-07-15,bad
CUST-000368,Boubacar Mahmoud,boubacar.mahmoud368@example-bank.test,+222-43-572226,2023391176,45,M,Guidimakha,single,master,self_employed,own,44349.15,1094.17,4283.17,23348.78,24,1,0,553,0.704,education,FALSE,2025-03-08,bad
CUST-000369,Abdallahi Sy,abdallahi.sy369@example-bank.test,+222-27-880467,1653916099,42,F,Nouakchott,married,secondary,student,family,13606.92,1080.93,2455.8,10812.78,60,2,0,655,0.809,housing,TRUE,2025-12-22,bad
CUST-000370,Abdallahi Mokhtar,abdallahi.mokhtar370@example-bank.test,+222-37-715462,5227135073,42,M,Hodh El Gharbi,married,secondary,unemployed,rent,8357.82,0.0,964.94,10304.21,48,0,0,706,1.388,other,TRUE,2025-04-11,bad
CUST-000371,Yahya Mahmoud,yahya.mahmoud371@example-bank.test,+222-33-407499,7115004119,30,F,Guidimakha,married,phd,public_sector,family,35009.15,6614.36,5109.08,14986.37,18,1,0,701,0.403,consumer_goods,TRUE,2025-01-26,bad
CUST-000372,Zeinebou Salem,zeinebou.salem372@example-bank.test,+222-43-851624,9226420552,35,M,Adrar,married,secondary,unemployed,own,32492.32,8156.11,5169.94,9516.62,48,1,0,491,0.469,consumer_goods,TRUE,2025-05-09,good
CUST-000373,Abdallahi Ahmed,abdallahi.ahmed373@example-bank.test,+222-47-798261,8177966356,26,M,Inchiri,married,primary,private_sector,own,22863.78,0.0,667.86,16301.28,12,0,2,454,0.819,business,TRUE,2025-02-11,bad
CUST-000374,Boubacar Ahmed,boubacar.ahmed374@example-bank.test,+222-38-664414,5399125469,54,M,Nouakchott,single,bachelor,private_sector,family,34530.59,7614.59,430.21,10071.03,60,2,1,648,0.432,other,TRUE,2025-11-29,bad
CUST-000375,Mohamed Ahmed,mohamed.ahmed375@example-bank.test,+222-42-387557,6143631621,34,F,Nouakchott,married,secondary,retired,rent,12189.96,3978.01,1141.58,4000.59,48,2,1,554,0.526,housing,TRUE,2025-06-16,bad
CUST-000376,Zeinebou Mokhtar,zeinebou.mokhtar376@example-bank.test,+222-41-971739,1044890967,23,F,Nouakchott,single,primary,private_sector,family,35880.91,7552.13,6592.3,6931.21,36,2,2,645,0.423,consumer_goods,TRUE,2025-01-18,good
CUST-000377,Zeinebou Fall,zeinebou.fall377@example-bank.test,+222-39-506696,6630111949,50,F,Nouadhibou,single,secondary,self_employed,rent,40412.63,9969.09,1834.35,11483.13,6,0,0,623,0.384,consumer_goods,FALSE,2025-03-19,good
CUST-000378,Mintou Sow,mintou.sow378@example-bank.test,+222-41-248347,6896657160,36,F,Inchiri,widowed,master,retired,rent,28611.67,12863.96,715.98,7025.4,24,0,0,764,0.245,business,TRUE,2025-08-21,good
CUST-000379,Yahya Ba,yahya.ba379@example-bank.test,+222-48-988285,8060982815,40,F,Nouakchott,married,secondary,self_employed,own,28606.12,0.0,-744.11,12301.34,48,1,1,584,0.484,housing,TRUE,2025-12-30,bad
CUST-000380,Sidi Kane,sidi.kane380@example-bank.test,+222-45-404100,4562840785,48,M,Gorgol,single,bachelor,public_sector,own,34090.74,5456.47,1172.07,16063.88,24,1,1,620,0.647,consumer_goods,TRUE,2025-08-10,bad
CUST-000381,Zeinebou Sy,zeinebou.sy381@example-bank.test,+222-42-794812,4804534227,42,M,Assaba,single,primary,retired,rent,28219.07,0.0,2685.46,8642.37,12,2,0,772,0.496,car,TRUE,2025-05-23,good
CUST-000382,Aicha Kane,aicha.kane382@example-bank.test,+222-23-128536,2108206141,38,M,Hodh El Gharbi,married,bachelor,self_employed,own,37884.6,14246.5,2524.32,16225.0,18,0,0,704,0.551,car,TRUE,2025-03-08,bad
CUST-000383,Mintou Mahmoud,mintou.mahmoud383@example-bank.test,+222-34-492876,4087519649,30,M,Nouakchott,widowed,master,retired,own,18638.09,6346.47,3665.63,21688.61,36,3,1,588,1.27,business,TRUE,2025-05-17,bad
CUST-000384,Mohamed Sow,mohamed.sow384@example-bank.test,+222-21-112341,1940078623,29,F,Nouadhibou,single,secondary,public_sector,family,16295.33,5704.57,1248.26,11929.81,36,2,0,752,0.954,business,TRUE,2025-12-10,bad
CUST-000385,Mohamed Ould,mohamed.ould385@example-bank.test,+222-45-291945,7373049148,29,F,Nouakchott,divorced,master,public_sector,family,81718.57,1410.43,4099.07,5520.49,18,2,0,659,0.086,other,FALSE,2025-11-16,bad
CUST-000386,Cheikh Salem,cheikh.salem386@example-bank.test,+222-27-691577,5351534443,58,M,Nouakchott,divorced,primary,private_sector,family,11823.07,0.0,1967.01,10335.29,36,3,1,508,1.062,housing,TRUE,2025-10-15,good
CUST-000387,Yahya Ould,yahya.ould387@example-bank.test,+222-30-345913,6717722079,30,F,Hodh Ech Chargui,married,primary,self_employed,family,13507.17,3310.63,1305.67,6024.9,36,1,2,568,0.604,business,TRUE,2025-10-10,bad
CUST-000388,Mariam Traore,mariam.traore388@example-bank.test,+222-39-118023,1691916187,20,F,Nouakchott,married,bachelor,student,family,11641.67,4190.94,1133.58,22984.71,24,2,0,619,1.8,housing,FALSE,2025-01-24,good
CUST-000389,Mohamed Mahmoud,mohamed.mahmoud389@example-bank.test,+222-23-838313,2666587359,39,F,Nouadhibou,widowed,bachelor,public_sector,rent,112577.07,21863.38,9474.76,21105.32,6,0,0,530,0.298,car,TRUE,2025-01-13,good
CUST-000390,Mintou Ba,mintou.ba390@example-bank.test,+222-28-872932,6475659127,28,M,Nouakchott,single,bachelor,public_sector,rent,33351.97,11487.88,502.79,7789.81,60,0,0,585,0.364,consumer_goods,TRUE,2025-03-13,good
CUST-000391,Yahya Ahmed,yahya.ahmed391@example-bank.test,+222-32-782481,4659815170,36,M,Nouakchott,single,master,public_sector,own,27445.59,14686.31,1197.93,6490.99,36,1,0,735,0.359,car,TRUE,2025-12-10,good
CUST-000392,Sidi Ba,sidi.ba392@example-bank.test,+222-33-441667,9313006592,18,M,Gorgol,single,master,private_sector,family,48800.5,6365.34,2926.81,6775.26,36,0,0,722,0.301,consumer_goods,FALSE,2025-05-29,bad
CUST-000393,Yahya Kane,yahya.kane393@example-bank.test,+222-23-201449,3905867440,39,M,Hodh Ech Chargui,married,bachelor,unemployed,family,13748.98,4361.45,2678.21,3512.56,18,2,0,654,0.357,education,TRUE,2025-08-06,bad
CUST-000394,Zeinebou Traore,zeinebou.traore394@example-bank.test,+222-32-833122,2556812928,30,F,Nouakchott,married,bachelor,self_employed,other,55387.41,17278.93,9948.53,7942.78,18,2,0,548,0.298,other,TRUE,2025-01-29,good
CUST-000395,Boubacar Salem,boubacar.salem395@example-bank.test,+222-22-774249,2399465882,57,F,Nouakchott,single,primary,private_sector,family,30697.93,11711.16,1103.56,8991.32,60,0,1,521,0.531,business,TRUE,2025-06-23,bad
CUST-000396,Mohamed Barry,mohamed.barry396@example-bank.test,+222-42-544661,7008589882,24,M,Nouakchott,married,bachelor,public_sector,family,26207.57,314.93,2340.35,9307.44,48,0,1,719,0.542,consumer_goods,TRUE,2025-03-12,good
CUST-000397,Mintou Barry,mintou.barry397@example-bank.test,+222-44-335395,4696927199,36,F,Nouadhibou,single,master,public_sector,rent,18336.79,0.0,688.9,22711.01,12,1,1,552,1.343,consumer_goods,TRUE,2025-02-25,bad
CUST-000398,Mintou Mokhtar,mintou.mokhtar398@example-bank.test,+222-31-332926,9962822007,25,M,Hodh El Gharbi,single,secondary,unemployed,own,8961.5,2987.08,-51.49,6854.41,36,0,0,637,0.853,business,TRUE,2025-07-25,bad
CUST-000399,Mohamed Mahmoud,mohamed.mahmoud399@example-bank.test,+222-34-599963,5475349549,43,M,Nouadhibou,married,secondary,self_employed,own,34111.43,285.23,2419.62,41710.74,36,0,0,628,1.34,other,TRUE,2025-08-25,bad
CUST-000400,Ahmed Fall,ahmed.fall400@example-bank.test,+222-33-787810,1755486480,48,M,Nouakchott,single,secondary,unemployed,rent,5346.29,0.0,104.86,8714.92,18,1,0,598,1.77,housing,TRUE,2025-03-26,bad
CUST-000401,Cheikh Barry,cheikh.barry401@example-bank.test,+222-27-744706,6635729431,40,F,Nouakchott,married,primary,self_employed,own,26318.21,7338.79,2649.5,10159.45,12,1,0,604,0.603,business,TRUE,2025-03-02,good
CUST-000402,Cheikh Ahmed,cheikh.ahmed402@example-bank.test,+222-33-256446,8445348302,62,M,Nouakchott,married,bachelor,student,own,24701.79,0.0,4688.0,20512.45,18,1,0,598,1.101,education,TRUE,2025-01-18,bad
CUST-000403,Cheikh Ba,cheikh.ba403@example-bank.test,+222-26-912160,2702854238,41,F,Nouakchott,married,primary,private_sector,own,15427.0,7374.84,2021.5,10257.04,6,0,1,623,0.769,business,TRUE,2025-03-06,bad
CUST-000404,Khadijetou Ba,khadijetou.ba404@example-bank.test,+222-39-369758,1593291486,35,M,Adrar,single,bachelor,private_sector,own,44520.72,795.52,1444.95,8539.68,18,0,1,585,0.253,car,TRUE,2025-12-16,good
CUST-000405,Aicha Kane,aicha.kane405@example-bank.test,+222-39-145746,3033384966,33,M,Hodh Ech Chargui,divorced,secondary,self_employed,rent,26064.61,2764.03,-1500.0,10197.71,36,0,0,539,0.486,consumer_goods,TRUE,2025-05-29,bad
CUST-000406,Mintou Ahmed,mintou.ahmed406@example-bank.test,+222-45-431494,3706372243,33,F,Hodh Ech Chargui,married,bachelor,unemployed,family,4259.15,0.0,828.93,7936.73,24,1,0,545,1.8,other,TRUE,2025-01-23,bad
CUST-000407,Mariam Traore,mariam.traore407@example-bank.test,+222-20-441757,8828741427,24,M,Guidimakha,married,primary,unemployed,own,14857.74,7312.98,1815.66,7459.59,48,0,1,563,0.75,business,TRUE,2025-12-16,bad
CUST-000408,Khadijetou Ould,khadijetou.ould408@example-bank.test,+222-22-777549,4196850769,38,F,Adrar,divorced,secondary,self_employed,own,18309.54,0.0,-1306.72,12609.98,24,1,1,732,0.884,education,TRUE,2025-12-18,bad
CUST-000409,Zeinebou Traore,zeinebou.traore409@example-bank.test,+222-27-531462,7961508118,52,F,Nouakchott,married,primary,public_sector,family,35185.65,6029.02,3708.06,9184.31,12,0,1,585,0.445,car,FALSE,2025-03-28,bad
CUST-000410,Khadijetou Sow,khadijetou.sow410@example-bank.test,+222-44-673298,8315723931,40,M,Nouakchott,single,master,self_employed,own,23451.29,6674.02,1695.47,3487.11,6,2,2,515,0.305,health,TRUE,2025-06-19,good
CUST-000411,Aicha Sow,aicha.sow411@example-bank.test,+222-43-201006,6532680049,36,F,Inchiri,single,secondary,private_sector,family,65951.15,6974.08,21.8,6042.37,24,1,0,609,0.326,health,TRUE,2025-08-15,bad
CUST-000412,Khadijetou Ould,khadijetou.ould412@example-bank.test,+222-35-976107,8115148032,47,M,Nouadhibou,married,phd,private_sector,own,70370.28,23341.81,-1283.76,15854.17,6,0,0,812,0.367,housing,TRUE,2025-02-24,good
CUST-000413,Sidi Ba,sidi.ba413@example-bank.test,+222-24-257388,6539384470,52,M,Brakna,married,bachelor,public_sector,own,21362.48,8841.44,-859.27,12420.54,36,1,0,713,0.595,business,TRUE,2025-08-08,good
CUST-000414,Noura Mint,noura.mint414@example-bank.test,+222-41-837994,8758743346,40,F,Nouadhibou,married,secondary,self_employed,family,23539.98,796.14,815.39,3192.92,36,1,0,765,0.281,housing,TRUE,2025-12-11,good
CUST-000415,Mintou Sow,mintou.sow415@example-bank.test,+222-41-872597,6941167187,47,F,Assaba,single,secondary,private_sector,other,34218.06,12261.09,-1500.0,9177.79,48,1,0,662,0.471,consumer_goods,TRUE,2025-03-17,good
CUST-000416,Yahya Sow,yahya.sow416@example-bank.test,+222-42-942839,2726138848,27,F,Nouakchott,married,bachelor,self_employed,rent,47640.65,6978.44,9131.47,10614.62,36,0,1,689,0.34,housing,TRUE,2025-07-25,bad
CUST-000417,Khadijetou Salem,khadijetou.salem417@example-bank.test,+222-41-839877,9633627045,38,M,Nouakchott,married,secondary,public_sector,family,14010.52,814.43,765.07,10006.94,12,1,0,845,0.888,car,TRUE,2025-10-18,good
CUST-000418,Sidi Traore,sidi.traore418@example-bank.test,+222-31-366077,7781416738,38,M,Nouakchott,married,primary,public_sector,own,31764.94,9014.26,2721.33,14305.46,6,2,0,517,0.549,car,TRUE,2025-10-15,good
CUST-000419,Ahmed Mint,ahmed.mint419@example-bank.test,+222-36-405085,2175831321,44,M,Brakna,married,bachelor,self_employed,other,51518.58,0.0,2025.88,7151.12,12,1,1,622,0.31,business,TRUE,2025-02-02,bad
CUST-000420,Boubacar Mokhtar,boubacar.mokhtar420@example-bank.test,+222-39-440051,9208087460,43,M,Trarza,married,bachelor,self_employed,own,62977.08,21853.44,9197.37,10147.57,18,1,0,657,0.186,business,TRUE,2025-11-19,good
CUST-000421,Abdallahi Kane,abdallahi.kane421@example-bank.test,+222-35-779458,5769318748,19,F,Assaba,married,secondary,private_sector,own,22671.16,1525.91,-1500.0,12154.02,36,0,1,575,0.481,business,TRUE,2025-12-15,bad
CUST-000422,Mohamed Ahmed,mohamed.ahmed422@example-bank.test,+222-22-576214,6338725581,44,F,Nouakchott,single,bachelor,self_employed,rent,29098.22,14187.69,2320.89,8218.17,36,0,0,649,0.261,consumer_goods,TRUE,2025-11-26,bad
CUST-000423,Noura Barry,noura.barry423@example-bank.test,+222-21-774478,4607725767,18,M,Trarza,married,secondary,private_sector,own,39714.55,25895.63,2175.61,14370.58,36,1,1,623,0.512,education,TRUE,2025-12-09,bad
CUST-000424,Noura Sy,noura.sy424@example-bank.test,+222-46-205409,3243558165,22,M,Nouakchott,married,bachelor,public_sector,family,42212.02,13400.81,7615.43,12364.04,24,0,0,654,0.543,housing,FALSE,2025-03-23,bad
CUST-000425,Mariam Ahmed,mariam.ahmed425@example-bank.test,+222-23-860108,3299105414,54,M,Nouakchott,single,master,private_sector,own,38180.54,9291.79,4255.7,21790.54,60,1,0,671,0.713,housing,TRUE,2025-09-14,good
CUST-000426,Ahmed Ahmed,ahmed.ahmed426@example-bank.test,+222-26-987700,6488811163,22,F,Assaba,single,master,public_sector,rent,30657.63,10055.54,2303.07,13003.77,18,0,0,635,0.587,housing,TRUE,2025-07-30,good
CUST-000427,Mintou Sow,mintou.sow427@example-bank.test,+222-41-812107,5714137429,24,F,Assaba,single,master,public_sector,own,31608.88,7198.28,1587.9,7296.92,48,0,1,495,0.354,education,TRUE,2025-07-11,bad
CUST-000428,Zeinebou Mint,zeinebou.mint428@example-bank.test,+222-41-944029,7271294072,49,M,Assaba,single,secondary,public_sector,own,19879.62,909.17,2895.7,7653.64,24,3,1,506,0.455,car,TRUE,2025-09-08,bad
CUST-000429,Mintou Ahmed,mintou.ahmed429@example-bank.test,+222-26-663126,7336846862,20,M,Nouakchott,married,bachelor,private_sector,own,42442.44,14301.68,8021.94,12463.1,18,2,0,776,0.397,car,TRUE,2025-12-31,good
